SAMPLE_ALIAS	SET	BAM_START_DATE	BAM_END_DATE	PRO_REF_BASES_GT	PRO_ALT_BASES_GT	CON_REF_BASES_GT	CON_ALT_BASES_GT	ERROR_RATE_GT	ARTQSCORE_GT	PICARD_GIV_GT	GIV_GT_DEFAULT	GIV_GT_QUALITYSCORE20	PRO_REF_BASES_CT	PRO_ALT_BASES_CT	CON_REF_BASES_CT	CON_ALT_BASES_CT	ERROR_RATE_CT	ARTQSCORE_CT	PICARD_GIV_CT	GIV_CT_DEFAULT	GIV_CT_QUALITYSCORE20	PRO_REF_BASES_TA	PRO_ALT_BASES_TA	CON_REF_BASES_TA	CON_ALT_BASES_TA	ERROR_RATE_TA	ARTQSCORE_TA	PICARD_GIV_TA	GIV_TA_DEFAULT	GIV_TA_QUALITYSCORE20	PRO_REF_BASES_GC	PRO_ALT_BASES_GC	CON_REF_BASES_GC	CON_ALT_BASES_GC	ERROR_RATE_GC	ARTQSCORE_GC	PICARD_GIV_GC	GIV_GC_DEFAULT	GIV_GC_QUALITYSCORE20	PRO_REF_BASES_AC	PRO_ALT_BASES_AC	CON_REF_BASES_AC	CON_ALT_BASES_AC	ERROR_RATE_AC	ARTQSCORE_AC	PICARD_GIV_AC	GIV_AC_DEFAULT	GIV_AC_QUALITYSCORE20	PRO_REF_BASES_TC	PRO_ALT_BASES_TC	CON_REF_BASES_TC	CON_ALT_BASES_TC	ERROR_RATE_TC	ARTQSCORE_TC	PICARD_GIV_TC	GIV_TC_DEFAULT	GIV_TC_QUALITYSCORE20
TCGA-EM-A3O3-01A-11D-A21Z-08	THCA	13Aug2012	15Aug2012	933401532	411490	935304984	162303	1.333064e-04	38.751490	2.539811	2.500552	2.434011	935304984	206853	933401532	214001	-3.824244e-06	54.174544	0.964639	1.057296	1.044739	909040967	119311	911532644	74913	2.438422e-05	46.128912	1.596948	1.052472	1.145858	933401532	77069	935304984	62977	7.540480e-06	51.226010	1.226241	1.053415	1.026340	911532644	56948	909040967	59229	-1.252822e-06	59.021107	0.958863	0.909080	0.921748	909040967	108969	911532644	114381	-2.972325e-06	55.269037	0.955301	0.953139	0.970813
TCGA-EM-A3O6-01A-11D-A21Z-08	THCA	13Aug2012	15Aug2012	1272760626	399986	1275794339	187606	8.331429e-05	40.792805	2.136778	2.282673	2.216471	1275794339	233181	1272760626	243937	-4.219641e-06	53.747245	0.953642	1.024503	1.024484	1424783322	149336	1421570742	97190	1.831869e-05	47.371055	1.533016	1.111090	1.146110	1272760626	67023	1275794339	58859	3.203226e-06	54.944125	1.141411	1.074901	1.064401	1421570742	52604	1424783322	58539	-2.085042e-06	56.808852	0.900649	1.000614	0.989164	1424783322	123015	1421570742	136751	-4.825382e-06	53.164683	0.897535	0.980998	0.978997
TCGA-EM-A3O7-01A-11D-A21Z-08	THCA	13Aug2012	15Aug2012	1256644737	351045	1256621229	184936	6.607879e-05	41.799379	1.897911	2.061751	2.017115	1256621229	249201	1256644737	253770	-1.817589e-06	57.405042	0.982017	1.014613	1.017881	1362785785	152462	1370418312	111702	1.491146e-05	48.264799	1.372502	1.110142	1.152893	1256644737	66428	1256621229	59044	2.937863e-06	55.319684	1.125032	1.087377	1.075636	1370418312	52714	1362785785	59734	-2.568308e-06	55.903528	0.877569	0.996587	0.985083	1362785785	118820	1370418312	134223	-5.634989e-06	52.491070	0.890211	0.985389	0.983662
TCGA-EM-A3O8-01A-11D-A21Z-08	THCA	13Aug2012	15Aug2012	1271985779	403658	1274810160	193407	8.253575e-05	40.833579	2.091379	2.157261	2.161943	1274810160	239160	1271985779	246644	-2.938034e-06	55.319432	0.967514	1.023071	1.023305	1422162385	157953	1421694451	105815	1.833185e-05	47.367936	1.492182	1.105762	1.146899	1271985779	69320	1274810160	58604	4.207428e-06	53.759833	1.185471	1.083805	1.090350	1421694451	53212	1422162385	58492	-1.856561e-06	57.312909	0.910034	0.987089	0.997467	1422162385	121969	1421694451	134729	-4.486459e-06	53.480963	0.905002	0.971824	0.981741
TCGA-EM-A3O9-01A-11D-A21Z-08	THCA	13Aug2012	15Aug2012	1268168470	456943	1268307008	176554	1.105152e-04	39.565781	2.587831	2.504014	2.472143	1268307008	233253	1268168470	234475	-4.816820e-07	63.172395	0.994681	1.021813	1.021737	1429581877	137526	1428410673	96447	1.437220e-05	48.424768	1.424714	1.071173	1.125049	1268168470	71170	1268307008	59651	4.541107e-06	53.428383	1.193226	1.084045	1.091865	1428410673	53195	1429581877	59665	-2.263737e-06	56.451740	0.892296	1.005520	0.990149	1429581877	125863	1428410673	137059	-3.917075e-06	54.070382	0.917567	0.972793	0.977989
TCGA-EM-A3OA-01A-11D-A21Z-08	THCA	13Aug2012	15Aug2012	1247852962	447050	1249364285	171465	1.103295e-04	39.573083	2.609819	2.552306	2.471009	1249364285	218676	1247852962	217145	6.129754e-07	62.125569	1.005831	1.030697	1.029453	1410349589	131258	1407775833	89093	1.496090e-05	48.250422	1.470537	1.111480	1.133418	1247852962	73744	1249364285	60161	5.438963e-06	52.644839	1.227249	1.113165	1.092953	1407775833	50213	1410349589	56484	-2.225154e-06	56.526400	0.890607	0.978202	0.982515	1410349589	121446	1407775833	131997	-3.743641e-06	54.267058	0.918394	0.980092	0.983978
TCGA-EM-A3OB-01A-11D-A21Z-08	THCA	13Aug2012	15Aug2012	1237509773	500716	1239860576	189460	1.256047e-04	39.009942	2.647213	2.791766	2.727053	1239860576	238892	1237509773	240508	-6.521784e-07	61.856336	0.991399	1.039037	1.034165	1422419736	153494	1418581657	103749	1.750809e-05	47.567613	1.475431	1.086709	1.117418	1237509773	72143	1239860576	59900	4.941670e-06	53.061262	1.206666	1.111211	1.097086	1418581657	50842	1422419736	57735	-2.426164e-06	56.150798	0.882996	0.997049	0.982573	1422419736	123356	1418581657	134678	-3.984853e-06	53.995877	0.913469	0.979034	0.980507
TCGA-EM-A3ST-01A-11D-A22Z-08	THCA	15Apr2013	22Apr2013	794426926	223667	786540939	104813	7.516238e-05	41.239995	2.112466	1.890476	1.928894	786540939	200544	794426926	172489	1.774127e-05	47.510152	1.174261	1.081238	1.091435	845442124	93701	838499527	73349	1.208473e-05	49.177630	1.266948	1.024935	1.029897	794426926	51003	786540939	43750	4.587421e-06	53.384314	1.154201	1.029674	1.032352	838499527	32227	845442124	28373	2.288596e-06	56.404310	1.145232	0.985551	1.037613	845442124	140441	838499527	145652	-3.094000e-06	55.094797	0.956312	0.970172	0.971348
TCGA-EM-A3SU-01A-11D-A22Z-08	THCA	15Apr2013	22Apr2013	835265987	227072	825197536	110597	7.013181e-05	41.540849	2.028119	1.954369	1.977339	825197536	212718	835265987	184397	1.705200e-05	47.682246	1.167619	1.092925	1.104355	880286379	101992	874703317	77356	1.403625e-05	48.527488	1.310077	1.030644	1.048830	835265987	54600	825197536	46893	4.641191e-06	53.333705	1.150308	1.041587	1.046226	874703317	35859	880286379	30699	2.940077e-06	55.316413	1.175532	0.999472	1.028374	880286379	155307	874703317	162497	-4.096148e-06	53.876243	0.949700	0.969417	0.972649
TCGA-EM-A3SX-01A-11D-A22Z-08	THCA	15Apr2013	22Apr2013	756012003	211386	749229398	95533	7.695070e-05	41.137874	2.192517	2.054497	2.093853	749229398	186566	756012003	157728	1.915401e-05	47.177403	1.193493	1.088568	1.103511	790002733	85363	782040085	65680	1.251945e-05	49.024148	1.286549	1.019216	1.023255	756012003	48220	749229398	40471	5.147708e-06	52.883861	1.180770	1.037236	1.053504	782040085	31745	790002733	26679	3.222439e-06	54.918153	1.201994	0.993197	1.044596	790002733	134037	782040085	138509	-2.844213e-06	55.460379	0.957967	0.972384	0.976563
TCGA-EM-A3SY-01A-11D-A22Z-08	THCA	10Aug2013	12Aug2013	892465376	374337	887733985	153599	1.239595e-04	39.067203	2.423588	2.426257	2.486303	887733985	248987	892465376	230334	1.047522e-05	49.798369	1.086719	1.077605	1.098421	910660900	123276	900285919	89696	1.854061e-05	47.318761	1.358669	0.983871	1.007536	892465376	76755	887733985	56535	1.135743e-05	49.447200	1.350427	1.141432	1.121716	900285919	39807	910660900	34671	2.835969e-06	55.472985	1.161359	0.959899	1.023573	910660900	157211	900285919	153935	1.808688e-06	57.426364	1.009645	0.983486	0.988792
TCGA-EM-A3SZ-01A-11D-A22Z-08	THCA	10Aug2013	12Aug2013	890454549	349906	884935936	145607	1.150406e-04	39.391488	2.387647	2.342591	2.389409	884935936	240238	890454549	221918	1.031617e-05	49.864815	1.089280	1.081535	1.090246	947501326	126144	937309616	88707	1.986021e-05	47.020163	1.406680	1.070990	1.065421	890454549	69117	884935936	56966	6.843642e-06	51.647127	1.205767	1.088382	1.088293	937309616	39534	947501326	34842	2.489276e-06	56.039269	1.146996	0.993580	1.040010	947501326	166122	937309616	168512	-1.267807e-06	58.969470	0.975218	0.972532	0.988778
TCGA-EM-A4FF-01A-11D-A257-08	THCA	01Apr2013	03Apr2013	1014324078	148951	1010982002	134105	7.329226e-06	51.349419	1.107029	1.278664	1.277702	1010982002	220454	1014324078	224742	-2.116746e-06	56.743313	0.984166	1.025489	1.030832	1118151454	118738	1109281239	123689	-2.222496e-06	56.531589	0.952362	0.796292	0.813848	1014324078	77734	1010982002	71727	2.965753e-06	55.278651	1.080171	1.073009	1.042475	1109281239	58160	1118151454	63587	-2.436304e-06	56.132685	0.921970	0.951235	0.959370	1118151454	214272	1109281239	198047	7.282823e-06	51.377003	1.073328	1.024119	1.017765
TCGA-EM-A4FH-01A-11D-A257-08	THCA	10Aug2013	12Aug2013	876340439	338755	871553071	148908	1.085844e-04	39.642324	2.262013	2.277111	2.303158	871553071	235196	876340439	217280	1.024740e-05	49.893863	1.088378	1.086705	1.092111	929680713	121398	918540268	87050	1.858226e-05	47.309014	1.377817	1.046002	1.054680	876340439	68216	871553071	55822	7.090318e-06	51.493343	1.215335	1.072503	1.074348	918540268	38731	929680713	33736	2.702493e-06	55.682354	1.161979	1.018795	1.071347	929680713	158802	918540268	162122	-1.796010e-06	57.456912	0.967789	0.963619	0.981116
TCGA-EM-A4FK-01A-11D-A257-08	THCA	01Apr2013	03Apr2013	915622232	136694	913793988	120680	8.752381e-06	50.578738	1.130417	1.330518	1.319958	913793988	198912	915622232	203677	-2.604083e-06	55.843452	0.978564	1.033427	1.038046	1000360873	105300	992895194	112056	-3.389059e-06	54.699208	0.932703	0.774339	0.800291	915622232	69777	913793988	63091	3.654452e-06	54.371777	1.103758	1.074335	1.050108	992895194	51195	1000360873	55725	-2.272541e-06	56.434882	0.925620	0.955259	0.966051	1000360873	188103	992895194	171587	8.284445e-06	50.817366	1.088056	1.023224	1.021163
TCGA-EM-A4FM-01A-11D-A257-08	THCA	01Apr2013	03Apr2013	963251261	145383	961315193	121345	1.248835e-05	49.034948	1.195659	1.317797	1.310893	961315193	217217	963251261	214469	1.427534e-06	58.454136	1.014849	1.028539	1.032388	1058316843	107074	1051118385	120423	-6.327552e-06	51.987643	0.883113	0.776981	0.802514	963251261	75481	961315193	67882	3.948128e-06	54.036088	1.109701	1.083998	1.061435	1051118385	54445	1058316843	59885	-2.578750e-06	55.885908	0.915390	0.956686	0.962811	1058316843	202070	1051118385	184796	8.187420e-06	50.868529	1.086022	1.024249	1.022137
TCGA-EM-A4FN-01A-11D-A257-08	THCA	10Aug2013	12Aug2013	898649672	392393	893844780	154273	1.328023e-04	38.767944	2.529230	2.453746	2.493628	893844780	246974	898649672	224103	1.275596e-05	48.942868	1.107950	1.080617	1.097008	936755013	123703	925727477	91923	1.706127e-05	47.679886	1.329839	1.007420	1.032371	898649672	77950	893844780	58408	1.090130e-05	49.625218	1.327413	1.124685	1.109372	925727477	41311	936755013	36679	2.486899e-06	56.043418	1.139695	0.949483	1.008589	936755013	158877	925727477	155947	1.572903e-06	58.032980	1.006794	0.978515	0.987425
TCGA-EM-A4FO-01A-11D-A257-08	THCA	01Apr2013	03Apr2013	1008688182	152264	1006254783	132987	9.565666e-06	50.192848	1.142170	1.328932	1.310984	1006254783	221975	1008688182	222176	-9.973270e-08	70.011624	1.001511	1.029483	1.035725	1115810296	118544	1108674405	125920	-3.315460e-06	54.794562	0.935409	0.786645	0.820235	1008688182	75651	1006254783	70081	2.764146e-06	55.584390	1.076870	1.084286	1.045540	1108674405	54953	1115810296	61209	-2.812190e-06	55.509554	0.903576	0.964246	0.961466	1115810296	207457	1108674405	190254	7.732094e-06	51.117029	1.083432	1.029336	1.022143
TCGA-EM-A4FQ-01A-11D-A257-08	THCA	01Apr2013	03Apr2013	895289964	133109	893000859	127463	3.156745e-06	55.007606	1.041619	1.332965	1.323057	893000859	194551	895289964	202786	-4.603933e-06	53.368710	0.961858	1.032146	1.037446	985653209	115618	978077830	112782	1.444022e-06	58.404263	1.017265	0.756668	0.786928	895289964	67659	893000859	62694	2.776192e-06	55.565506	1.076429	1.094599	1.061967	978077830	48443	985653209	54529	-3.099040e-06	55.087728	0.895276	0.955673	0.959617	985653209	181484	978077830	167936	6.897884e-06	51.612841	1.072355	1.024738	1.020450
TCGA-EM-A4FR-01A-11D-A257-08	THCA	01Apr2013	03Apr2013	1038706097	149321	1035941142	138169	5.374627e-06	52.696517	1.077825	1.271784	1.267768	1035941142	223797	1038706097	226297	-1.204763e-06	59.190985	0.991594	1.025301	1.027755	1148268783	124401	1141391607	125077	-2.952081e-07	65.298717	0.988640	0.818477	0.837947	1038706097	77071	1035941142	72924	1.998750e-06	56.992416	1.054050	1.065723	1.043451	1141391607	56569	1148268783	62692	-2.674056e-06	55.728294	0.907773	0.970271	0.968501	1148268783	210151	1141391607	196318	6.040435e-06	52.189318	1.064039	1.028993	1.024238
TCGA-EM-A4FU-01A-11D-A257-08	THCA	22Mar2013	02Apr2013	1022746619	155359	1019561471	130100	1.236614e-05	49.077658	1.190403	1.333819	1.345014	1019561471	187845	1022746619	185446	1.174437e-06	59.301704	1.016098	1.059019	1.060061	989958366	86224	980680540	64425	1.106105e-05	49.562037	1.325791	0.915282	0.929429	1022746619	52944	1019561471	45229	3.777407e-06	54.228062	1.166922	1.071932	1.051952	980680540	39347	989958366	44211	-2.468130e-06	56.076319	0.898406	0.975700	0.976930	989958366	142499	980680540	124525	9.119664e-06	50.400212	1.133597	1.014078	1.020268
TCGA-EM-A4FV-01A-11D-A257-08	THCA	22Mar2013	02Apr2013	857557296	122200	856246608	92608	1.726469e-05	47.628412	1.317478	1.292823	1.299477	856246608	160836	857557296	147578	7.734616e-06	51.115613	1.091488	1.043161	1.050235	944909305	68359	937307167	61789	3.490324e-06	54.571342	1.097422	0.912857	0.913400	857557296	47268	856246608	38843	4.915718e-06	53.084130	1.215027	1.074449	1.067629	937307167	43426	944909305	40644	1.477979e-06	58.303318	1.077110	0.979377	1.016831	944909305	138389	937307167	121757	8.835170e-06	50.537851	1.127437	1.029781	1.027629
TCGA-EM-A4G1-01A-11D-A257-08	THCA	22Mar2013	02Apr2013	669988620	94482	668472165	75219	1.439008e-05	48.419368	1.253213	1.334783	1.326392	668472165	120869	669988620	112326	6.381593e-06	51.950709	1.078482	1.058040	1.058558	735689340	56716	730594340	46298	7.104538e-06	51.484642	1.216520	0.903587	0.922724	669988620	35516	668472165	29892	4.201636e-06	53.765816	1.185445	1.074558	1.060385	730594340	29647	735689340	31553	-1.299831e-06	58.861132	0.946148	0.983315	0.993093	735689340	103144	730594340	90369	8.711353e-06	50.599144	1.133442	1.016871	1.023644
TCGA-ET-A25G-01A-11D-A16O-08	THCA	01Sep2011	01Sep2011	1086663322	1557623	1089043958	180507	6.324457e-04	31.989768	8.637113	6.399890	6.881030	1089043958	281371	1086663322	190034	4.197128e-05	43.770478	1.477275	1.279903	1.141831	1240029266	126009	1236585101	85855	1.621188e-05	47.901667	1.463572	0.999502	1.288447	1086663322	166790	1089043958	125105	1.915672e-05	47.176789	1.336069	1.139057	1.168943	1236585101	164514	1240029266	169332	-1.945136e-06	57.110501	0.974256	1.033013	0.988600	1240029266	215338	1236585101	202415	5.217131e-06	52.825683	1.060879	0.898242	1.002591
TCGA-ET-A25I-01A-11D-A16O-08	THCA	01Sep2011	01Sep2011	1129951142	1117039	1130682798	177304	4.154575e-04	33.814734	6.298975	5.212647	5.045833	1130682798	247325	1129951142	189355	2.563830e-05	45.911108	1.305233	1.076535	1.099275	1266349338	126488	1263599607	86103	1.596143e-05	47.969282	1.465795	1.196265	1.251303	1129951142	146261	1130682798	125302	9.270180e-06	50.329119	1.168002	1.058253	1.072736	1263599607	170821	1266349338	176646	-2.302102e-06	56.378755	0.969133	0.969882	0.985919	1266349338	217842	1263599607	207643	4.030629e-06	53.946272	1.046832	0.975180	0.996000
TCGA-ET-A25J-01A-11D-A16O-08	THCA	01Sep2011	01Sep2011	1101613700	1645747	1103733324	212584	6.493111e-04	31.875472	7.746448	6.437413	7.086363	1103733324	272255	1101613700	218835	2.421755e-05	46.158698	1.241662	1.261276	1.114192	1247823612	157346	1243987241	85067	2.900379e-05	45.375452	1.843878	0.988355	1.299916	1101613700	156708	1103733324	125899	1.396835e-05	48.548550	1.247072	1.098849	1.127529	1243987241	166138	1247823612	171659	-2.215357e-06	56.545562	0.970826	1.038840	0.984664	1247823612	214515	1243987241	206461	3.231642e-06	54.905768	1.035809	0.884553	0.991952
TCGA-ET-A25K-01A-11D-A16O-08	THCA	01Sep2011	01Sep2011	1108439565	2169338	1112213618	204766	8.837372e-04	30.536768	10.611490	6.550968	9.001537	1112213618	321039	1108439565	208916	5.047895e-05	42.968897	1.531322	1.318993	1.191596	1252257882	139724	1247526759	85910	2.152551e-05	46.670465	1.620186	0.992433	1.304913	1108439565	180037	1112213618	130153	2.246052e-05	46.485801	1.387919	1.157900	1.206904	1247526759	166800	1252257882	172088	-2.115095e-06	56.746700	0.972951	1.032402	0.988619	1252257882	217539	1247526759	206212	4.530422e-06	53.438613	1.050934	0.894072	0.990699
TCGA-ET-A25O-01A-11D-A17V-08	THCA	21Jan2012	24Jan2012	1007631196	2698350	1013344996	197759	1.235548e-03	29.081404	13.688033	4.845233	10.909361	1013344996	348243	1007631196	200291	7.318832e-05	41.355582	1.728631	1.180041	1.242160	1096760766	110674	1087160068	73647	1.695294e-05	47.707550	1.489559	1.216016	1.206727	1007631196	117162	1013344996	89835	1.352030e-05	48.690137	1.311550	1.182346	1.198493	1087160068	71853	1096760766	85223	-6.121576e-06	52.131367	0.850573	0.979910	1.044866	1096760766	163473	1087160068	157500	2.734587e-06	55.631082	1.028834	1.099967	1.015240
TCGA-ET-A25R-01A-11D-A17V-08	THCA	21Jan2012	24Jan2012	1171183347	1365603	1170546022	235500	4.822636e-04	33.167155	5.789998	4.860586	5.510597	1170546022	283098	1171183347	222307	2.595427e-05	45.857911	1.274082	1.150936	1.137043	1199491689	134664	1190302981	73835	2.545143e-05	45.942878	1.809788	1.089191	1.219068	1171183347	98474	1170546022	97661	3.471502e-07	64.594825	1.007775	1.052031	1.056470	1190302981	77380	1199491689	92341	-6.259926e-06	52.034308	0.844460	1.069267	1.039304	1199491689	159249	1190302981	165323	-2.541296e-06	55.949448	0.955887	0.955686	0.999718
TCGA-ET-A2MX-01A-11D-A23M-08	THCA	10Aug2013	12Aug2013	1002375316	478875	995386070	179308	1.499020e-04	38.241927	2.651273	2.605738	2.681210	995386070	285321	1002375316	260206	1.256814e-05	49.007290	1.104189	1.101573	1.102806	1028433932	144435	1014227761	101544	2.099508e-05	46.778826	1.402684	1.077876	1.075118	1002375316	90238	995386070	66745	1.175874e-05	49.296393	1.342524	1.124976	1.130244	1014227761	46040	1028433932	40183	2.867216e-06	55.425396	1.161799	0.958930	1.017292	1028433932	177460	1014227761	180085	-1.284863e-06	58.911431	0.971816	0.964337	0.978137
TCGA-ET-A2MY-01A-11D-A18F-08	THCA	11Jan2012	23Jan2012	1045814796	1230793	1042992405	189450	4.981960e-04	33.025997	6.472690	5.204993	5.601474	1042992405	240498	1045814796	202046	1.840469e-05	47.350714	1.193490	1.103669	1.116782	1132518003	131247	1125153424	64342	2.963195e-05	45.282398	2.026450	1.142044	1.255793	1045814796	74489	1042992405	58039	7.874808e-06	51.037600	1.279947	1.063614	1.070831	1125153424	79792	1132518003	68745	4.892773e-06	53.104450	1.168281	0.925164	1.010208	1132518003	127329	1125153424	125394	8.569818e-07	60.670284	1.008827	0.945938	0.987226
TCGA-ET-A2MZ-01A-12D-A19J-08	THCA	24Feb2012	27Feb2012	968632630	1623161	966223647	156608	7.572683e-04	31.207502	10.323084	6.433153	8.620134	966223647	268481	968632630	157990	5.709295e-05	42.434175	1.703396	1.375158	1.228192	1078171284	104102	1070944769	64289	1.852384e-05	47.322690	1.608370	0.953399	1.297832	968632630	65464	966223647	75980	-5.434632e-06	52.648299	0.859462	0.960370	0.956519	1070944769	79373	1078171284	77843	7.118685e-07	61.476002	1.026533	1.018579	0.972573	1078171284	139196	1070944769	140153	-4.452415e-07	63.514044	0.986517	0.881092	0.989641
TCGA-ET-A2N0-01A-11D-A18F-08	THCA	11Jan2012	23Jan2012	908922657	837501	906553901	164900	3.702773e-04	34.314729	5.061863	5.139912	4.768099	906553901	185665	908922657	168563	9.418278e-06	50.260285	1.104314	1.111072	1.104489	982976618	116582	978159747	54618	3.159321e-05	45.004063	2.123905	1.147156	1.279846	908922657	57609	906553901	50396	3.972825e-06	54.009005	1.140138	1.020984	1.037393	978159747	69911	982976618	57869	6.139917e-06	52.118375	1.214025	0.956307	1.035565	982976618	101984	978159747	106957	-2.535505e-06	55.959356	0.948838	0.934923	0.971049
TCGA-ET-A2N1-01A-11D-A18F-08	THCA	11Jan2012	23Jan2012	926112425	1900445	924043980	178014	9.299204e-04	30.315542	10.632208	6.501147	9.599884	924043980	253500	926112425	186638	3.612997e-05	44.421324	1.361186	1.275130	1.172235	1016846330	124127	1012523545	60717	3.124331e-05	45.052430	2.035536	0.996113	1.325551	926112425	64159	924043980	49955	7.676715e-06	51.148246	1.281448	1.041637	1.080068	1012523545	70248	1016846330	61420	4.349837e-06	53.615271	1.148604	0.979578	1.024150	1016846330	116400	1012523545	114966	7.065427e-07	61.508616	1.008168	0.885766	0.991052
TCGA-ET-A2N3-01B-21D-A23M-08	THCA	16Nov2012	17Nov2012	1198793529	180245	1196685686	144506	1.491733e-05	48.263089	1.245088	1.308269	1.302464	1196685686	169572	1198793529	184084	-6.057184e-06	52.177292	0.922800	1.017315	1.011314	1284443328	124183	1275915707	78476	1.785038e-05	47.483525	1.571872	1.127401	1.171105	1198793529	47842	1196685686	49891	-8.553263e-07	60.678682	0.957246	0.987239	0.980002	1275915707	62687	1284443328	42264	7.976289e-06	50.981991	1.493113	0.993135	1.044362	1284443328	118864	1275915707	124554	-2.222133e-06	56.532299	0.947986	0.969179	0.970511
TCGA-ET-A2N4-01A-12D-A19J-08	THCA	19Feb2013	19Feb2013	1223866915	435594	1222717740	179319	1.047217e-04	39.799631	2.426368	2.318996	2.202218	1222717740	265153	1223866915	303596	-1.570927e-05	48.038439	0.874223	0.987594	0.975770	1375187254	133172	1361221488	95633	1.371720e-05	48.627346	1.378353	1.079359	1.135114	1223866915	71168	1222717740	61443	3.974713e-06	54.006942	1.157180	1.059684	1.060635	1361221488	57366	1375187254	57638	-9.939618e-08	70.026303	1.005492	0.975893	1.001781	1375187254	129850	1361221488	135024	-1.890616e-06	57.233966	0.951919	0.974147	0.981760
TCGA-ET-A2N5-01A-11D-A18F-08	THCA	11Jan2012	23Jan2012	1046972110	1346518	1045428412	158700	5.672739e-04	32.462072	8.462568	5.257000	6.122330	1045428412	247543	1046972110	182130	3.125576e-05	45.050699	1.361077	1.130911	1.131146	1140312496	106571	1133307121	64329	1.857779e-05	47.310060	1.646418	1.079114	1.241784	1046972110	83889	1045428412	57086	1.280883e-05	48.924907	1.467316	1.094092	1.118284	1133307121	81154	1140312496	69664	5.053281e-06	52.964266	1.172123	0.940744	1.017063	1140312496	124789	1133307121	128444	-1.607390e-06	57.938788	0.965579	0.917756	0.975993
TCGA-ET-A39I-01A-11D-A19J-08	THCA	24Feb2012	27Feb2012	966031697	454396	960551015	161247	1.521115e-04	38.178380	2.801177	2.912527	2.740700	960551015	195329	966031697	158625	1.904785e-05	47.201540	1.238366	1.133470	1.124699	1054806041	118273	1048450225	59921	2.774130e-05	45.568732	1.961814	1.223578	1.270445	966031697	69759	960551015	79434	-5.021456e-06	52.991703	0.873228	0.961980	0.966439	1048450225	77590	1054806041	76529	5.044189e-07	62.972086	1.020009	0.922869	0.974822	1054806041	130768	1048450225	135531	-2.264297e-06	56.450666	0.959048	0.963809	0.982208
TCGA-ET-A39J-01A-11D-A19J-08	THCA	24Feb2012	27Feb2012	1042973907	2975276	1042605130	210399	1.323690e-03	28.782137	14.098746	5.983336	13.715143	1042605130	374923	1042973907	188061	8.957300e-05	40.478229	1.993972	1.373076	1.378395	1178912420	138225	1170095847	69336	2.932425e-05	45.327730	1.978529	1.156488	1.274364	1042973907	96169	1042605130	89957	2.978284e-06	55.260340	1.068671	1.050221	1.072532	1170095847	84983	1178912420	82832	9.156402e-07	60.382752	1.033696	0.880808	0.975619	1178912420	155141	1170095847	150205	2.101039e-06	56.775658	1.025134	1.001417	0.996567
TCGA-ET-A39K-01A-11D-A19J-08	THCA	02Mar2012	05Mar2012	1068132678	796366	1061018941	151204	3.028789e-04	35.187310	5.228602	4.336586	4.153669	1061018941	243975	1068132678	176654	3.161245e-05	45.001418	1.390260	1.149342	1.144042	1143036605	112670	1133128893	69280	1.906124e-05	47.198489	1.612142	1.171846	1.251360	1068132678	66190	1061018941	70767	-2.149544e-06	56.676536	0.929098	0.995378	1.004213	1133128893	74819	1143036605	77411	-1.138681e-06	59.435979	0.974969	0.961654	0.987945	1143036605	137480	1133128893	146741	-4.068177e-06	53.906002	0.928777	0.943883	0.977914
TCGA-ET-A39L-01A-12D-A19J-08	THCA	27Jan2013	31Jan2013	1184719751	163155	1186102017	131428	1.338062e-05	48.735239	1.242817	1.292544	1.302222	1186102017	215596	1184719751	309395	-3.955516e-05	44.027969	0.696074	0.930420	0.909439	1331326137	116355	1321614158	73088	1.630791e-05	47.876017	1.580321	1.088212	1.124272	1184719751	44904	1186102017	48171	-1.377949e-06	58.607668	0.933269	1.014008	0.997954	1321614158	36591	1331326137	30983	2.113827e-06	56.749305	1.189676	1.007138	1.032135	1331326137	118076	1321614158	133249	-5.718773e-06	52.426972	0.879677	0.985895	0.975562
TCGA-ET-A39M-01A-11D-A19J-08	THCA	24Feb2012	06Mar2012	743102473	329453	742598355	99411	1.547927e-04	38.102496	3.310777	2.839315	2.819109	742598355	146451	743102473	111484	2.353161e-05	46.283484	1.314480	1.111476	1.104996	903209126	87796	898746204	46635	2.284070e-05	46.412905	1.873233	1.216887	1.241033	743102473	35529	742598355	35120	2.752779e-07	65.602287	1.010959	1.007282	1.014601	898746204	36397	903209126	31176	2.897299e-06	55.380066	1.173259	0.972024	1.031611	903209126	83773	898746204	84901	-6.259281e-07	62.034756	0.981840	0.965979	0.991870
TCGA-ET-A39N-01A-11D-A19J-08	THCA	24Feb2012	27Feb2012	911939642	482933	907767291	157185	1.789483e-04	37.472724	3.057240	3.224129	2.981992	907767291	182930	911939642	147753	1.932762e-05	47.138216	1.243721	1.118407	1.113377	1000381840	109511	993797598	60509	2.457042e-05	46.095875	1.797831	1.211676	1.268443	911939642	72861	907767291	79425	-3.606872e-06	54.428692	0.913166	0.992681	0.992513	993797598	74418	1000381840	72697	8.629479e-07	60.640154	1.030454	0.920975	0.977007	1000381840	126011	993797598	129997	-1.998561e-06	56.992827	0.962963	0.961872	0.981180
